"Year","Month","Timestamp","Day.of.Week","Hour.of.Day","Route.ID","Direction","Borough","Route.Type","Stop.Order","Timepoint.Stop.ID","Timepoint.Stop.Name","Timepoint.Stop.Latitude","Timepoint.Stop.Longitude","Next.Timepoint.Stop.ID","Next.Timepoint.Stop.Name","Next.Timepoint.Stop.Latitude","Next.Timepoint.Stop.Longitude","Road.Distance","Average.Travel.Time","Average.Road.Speed","Bus.Trip.Count","Timepoint.Stop.Georeference","Next.Timepoint.Stop.Georeference"
2024,5,"2024 May 01 06:00:00 AM","Wednesday",6,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.636272,10.9531736921,17,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 12:00:00 PM","Wednesday",12,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.254168,11.21066508184,12,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 09:00:00 AM","Wednesday",9,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,18.29643,9.9593199329,14,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 11:00:00 AM","Wednesday",11,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.079484,11.33245385615,13,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 03:00:00 PM","Wednesday",15,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.436274,11.08645259929,17,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 08:00:00 AM","Wednesday",8,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.183332,11.25973272306,19,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2024,5,"2024 May 01 05:00:00 AM","Wednesday",5,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.279166,12.76124950155,20,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 04:00:00 PM","Tuesday",16,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.821874,11.51696531567,16,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 05:00:00 AM","Tuesday",5,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.195244,12.83669607994,14,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 02:00:00 PM","Tuesday",14,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,16.039392,11.36078053293,11,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 07:00:00 AM","Tuesday",7,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.852564,11.49467118445,13,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 11:00:00 PM","Tuesday",23,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,12.691668,14.357454282,8,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 09:00:00 PM","Tuesday",21,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.904168,12.22611263362,8,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 03:00:00 PM","Tuesday",15,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,15.10641,12.06243097045,13,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
2023,4,"2023 Apr 01 08:00:00 PM","Tuesday",20,"Q52+","N","Other","SBS",1,550797,"BEACH CHANNEL DR/BEACH 54 ST",40.595194,-73.784759,553027,"CROSS BAY BL/E 16 RD",40.601521,-73.820088,3.037,14.164278,12.86475816324,7,"POINT (-73.784759 40.595194)","POINT (-73.820088 40.601521)"
